link,path
https://api.import.io/store/data/aec8829f-7244-4b16-81ce-2d8ef80b0362/_query?input/webpage/url=https%3A%2F%2Fwww.tripadvisor.com%2FWidgetEmbed-cdspropertydetail%3FlocationId%3D506114%26partnerId%3D2276C080ED3048CE871FC99B083A91B8%26display%3Dtrue%26lang%3Den&_user=734e5932-41c6-40a7-9cad-89fe6c75baad&_apikey=734e593241c640a79cad89fe6c75baad0baeb8f30c08787f7fe0bae612ae7338cbc183b2e97b046d4633d2c869fbd0edbef9a4ac7718af2cd28b0d45614703139f5b2356265e77eaa9583934c9ef19d9,connectorGuid
https://api.import.io/store/data/aec8829f-7244-4b16-81ce-2d8ef80b0362/_query?input/webpage/url=https%3A%2F%2Fwww.tripadvisor.com%2FWidgetEmbed-cdspropertydetail%3FlocationId%3D426694%26partnerId%3D2276C080ED3048CE871FC99B083A91B8%26display%3Dtrue%26lang%3Den&_user=734e5932-41c6-40a7-9cad-89fe6c75baad&_apikey=734e593241c640a79cad89fe6c75baad0baeb8f30c08787f7fe0bae612ae7338cbc183b2e97b046d4633d2c869fbd0edbef9a4ac7718af2cd28b0d45614703139f5b2356265e77eaa9583934c9ef19d9,connectorGuid
https://api.import.io/store/data/aec8829f-7244-4b16-81ce-2d8ef80b0362/_query?input/webpage/url=https%3A%2F%2Fwww.tripadvisor.com%2FWidgetEmbed-cdspropertydetail%3FlocationId%3D191457%26partnerId%3D2276C080ED3048CE871FC99B083A91B8%26display%3Dtrue%26lang%3Den&_user=734e5932-41c6-40a7-9cad-89fe6c75baad&_apikey=734e593241c640a79cad89fe6c75baad0baeb8f30c08787f7fe0bae612ae7338cbc183b2e97b046d4633d2c869fbd0edbef9a4ac7718af2cd28b0d45614703139f5b2356265e77eaa9583934c9ef19d9,connectorGuid
https://api.import.io/store/data/aec8829f-7244-4b16-81ce-2d8ef80b0362/_query?input/webpage/url=https%3A%2F%2Fwww.tripadvisor.com%2FWidgetEmbed-cdspropertydetail%3FlocationId%3D115941%26partnerId%3D2276C080ED3048CE871FC99B083A91B8%26display%3Dtrue%26lang%3Den&_user=734e5932-41c6-40a7-9cad-89fe6c75baad&_apikey=734e593241c640a79cad89fe6c75baad0baeb8f30c08787f7fe0bae612ae7338cbc183b2e97b046d4633d2c869fbd0edbef9a4ac7718af2cd28b0d45614703139f5b2356265e77eaa9583934c9ef19d9,connectorGuid
https://api.import.io/store/data/aec8829f-7244-4b16-81ce-2d8ef80b0362/_query?input/webpage/url=https%3A%2F%2Fwww.tripadvisor.com%2FWidgetEmbed-cdspropertydetail%3FlocationId%3D167401%26partnerId%3D2276C080ED3048CE871FC99B083A91B8%26display%3Dtrue%26lang%3Den&_user=734e5932-41c6-40a7-9cad-89fe6c75baad&_apikey=734e593241c640a79cad89fe6c75baad0baeb8f30c08787f7fe0bae612ae7338cbc183b2e97b046d4633d2c869fbd0edbef9a4ac7718af2cd28b0d45614703139f5b2356265e77eaa9583934c9ef19d9,connectorGuid
https://api.import.io/store/data/aec8829f-7244-4b16-81ce-2d8ef80b0362/_query?input/webpage/url=https%3A%2F%2Fwww.tripadvisor.com%2FWidgetEmbed-cdspropertydetail%3FlocationId%3D144283%26partnerId%3D2276C080ED3048CE871FC99B083A91B8%26display%3Dtrue%26lang%3Den&_user=734e5932-41c6-40a7-9cad-89fe6c75baad&_apikey=734e593241c640a79cad89fe6c75baad0baeb8f30c08787f7fe0bae612ae7338cbc183b2e97b046d4633d2c869fbd0edbef9a4ac7718af2cd28b0d45614703139f5b2356265e77eaa9583934c9ef19d9,connectorGuid
https://api.import.io/store/data/aec8829f-7244-4b16-81ce-2d8ef80b0362/_query?input/webpage/url=https%3A%2F%2Fwww.tripadvisor.com%2FWidgetEmbed-cdspropertydetail%3FlocationId%3D141520%26partnerId%3D2276C080ED3048CE871FC99B083A91B8%26display%3Dtrue%26lang%3Den&_user=734e5932-41c6-40a7-9cad-89fe6c75baad&_apikey=734e593241c640a79cad89fe6c75baad0baeb8f30c08787f7fe0bae612ae7338cbc183b2e97b046d4633d2c869fbd0edbef9a4ac7718af2cd28b0d45614703139f5b2356265e77eaa9583934c9ef19d9,connectorGuid
https://api.import.io/store/data/aec8829f-7244-4b16-81ce-2d8ef80b0362/_query?input/webpage/url=https%3A%2F%2Fwww.tripadvisor.com%2FWidgetEmbed-cdspropertydetail%3FlocationId%3D439230%26partnerId%3D2276C080ED3048CE871FC99B083A91B8%26display%3Dtrue%26lang%3Den&_user=734e5932-41c6-40a7-9cad-89fe6c75baad&_apikey=734e593241c640a79cad89fe6c75baad0baeb8f30c08787f7fe0bae612ae7338cbc183b2e97b046d4633d2c869fbd0edbef9a4ac7718af2cd28b0d45614703139f5b2356265e77eaa9583934c9ef19d9,connectorGuid
https://api.import.io/store/data/aec8829f-7244-4b16-81ce-2d8ef80b0362/_query?input/webpage/url=https%3A%2F%2Fwww.tripadvisor.com%2FWidgetEmbed-cdspropertydetail%3FlocationId%3D295199%26partnerId%3D2276C080ED3048CE871FC99B083A91B8%26display%3Dtrue%26lang%3Den&_user=734e5932-41c6-40a7-9cad-89fe6c75baad&_apikey=734e593241c640a79cad89fe6c75baad0baeb8f30c08787f7fe0bae612ae7338cbc183b2e97b046d4633d2c869fbd0edbef9a4ac7718af2cd28b0d45614703139f5b2356265e77eaa9583934c9ef19d9,connectorGuid
https://api.import.io/store/data/aec8829f-7244-4b16-81ce-2d8ef80b0362/_query?input/webpage/url=https%3A%2F%2Fwww.tripadvisor.com%2FWidgetEmbed-cdspropertydetail%3FlocationId%3D419383%26partnerId%3D2276C080ED3048CE871FC99B083A91B8%26display%3Dtrue%26lang%3Den&_user=734e5932-41c6-40a7-9cad-89fe6c75baad&_apikey=734e593241c640a79cad89fe6c75baad0baeb8f30c08787f7fe0bae612ae7338cbc183b2e97b046d4633d2c869fbd0edbef9a4ac7718af2cd28b0d45614703139f5b2356265e77eaa9583934c9ef19d9,connectorGuid
